0.944858	-132.233542
1.13383	-132.675472
1.3228	-132.878852
1.51177	-132.968076
1.70074	-133.001699
1.88972	-133.008793
2.07869	-133.004507
2.26766	-132.997431
2.45663	-132.993110
2.6456	-132.992425
2.83457	-132.994624
3.02355	-133.000425
3.21252	-133.011745
3.40149	-133.025688
3.59046	-133.036782
3.77943	-133.037781
3.9684	-133.017948
4.15738	-132.959748
4.34635	-132.833098
4.53532	-132.587709
4.72429	-132.145713
